Name,Parameter_ID,Value
Colloquial American English,205,?
Urban African American Vernacular English,205,C
Rural African American Vernacular English,205,D
Earlier African American Vernacular English,205,D
Ozark English,205,X
Appalachian English,205,D
Southeast American enclave dialects,205,C
Gullah,205,D
Chicano English,205,?
Bahamian English,205,D
Bahamian Creole,205,B
Barbadian Creole (Bajan),205,A
Jamaican English,205,D
Jamaican Creole,205,B
San Andrés Creole,205,B
Belizean Creole,205,A
Guyanese Creole (Creolese),205,A
Eastern Maroon Creole,205,X
Saramaccan,205,D
Sranan,205,D
Trinidadian Creole,205,C
Vincentian Creole,205,A
Krio (Sierra Leone Creole),205,A
Liberian Settler English,205,C
Vernacular Liberian English,205,B
Ghanaian English,205,C
Ghanaian Pidgin,205,B
Nigerian English,205,D
Nigerian Pidgin,205,A
Cameroon English,205,B
Cameroon Pidgin,205,B
Tanzanian English,205,X
Kenyan English,205,X
Ugandan English,205,D
White Zimbabwean English,205,X
Black South African English,205,D
Indian South African English,205,A
White South African English,205,D
Indian English,205,D
Pakistani English,205,D
Butler English,205,A
Sri Lankan English,205,D
Hong Kong English,205,D
Colloquial Singapore English (Singlish),205,A
Malaysian English,205,A
Australian English,205,X
Australian Vernacular English,205,X
Aboriginal English,205,A
Roper River Creole (Kriol),205,A
Torres Strait Creole,205,A
New Zealand English,205,D
Norfolk Island/ Pitcairn English,205,A
Palmerston English,205,C
Acrolectal Fiji English,205,D
Pure Fiji English (basilectal FijiE),205,D
Bislama,205,A
Tok Pisin,205,A
Hawaiʼi Creole,205,A
Falkland Islands English,205,D
St. Helena English,205,C
Tristan da Cunha English,205,D
Philippine English,205,D
Cape Flats English,205,D
Orkney and Shetland English,206,D
Scottish English,206,D
Irish English,206,D
Manx English,206,D
Welsh English,206,D
English dialects in the North of England,206,D
English dialects in the Southwest of England,206,X
East Anglian English,206,D
English dialects in the Southeast of England,206,D
Channel Islands English,206,D
British Creole,206,D
Maltese English,206,D
Newfoundland English,206,?
Colloquial American English,206,X
Urban African American Vernacular English,206,D
Rural African American Vernacular English,206,D
Earlier African American Vernacular English,206,D
Ozark English,206,X
Appalachian English,206,D
Southeast American enclave dialects,206,D
Gullah,206,D
Chicano English,206,?
Bahamian English,206,D
Bahamian Creole,206,B
Barbadian Creole (Bajan),206,A
Jamaican English,206,D
Jamaican Creole,206,A
San Andrés Creole,206,D
Belizean Creole,206,A
Guyanese Creole (Creolese),206,B
Eastern Maroon Creole,206,A
Saramaccan,206,A
Sranan,206,B
Trinidadian Creole,206,A
Vincentian Creole,206,A
Krio (Sierra Leone Creole),206,D
Liberian Settler English,206,A
Vernacular Liberian English,206,B
Ghanaian English,206,B
Ghanaian Pidgin,206,D
Nigerian English,206,D
Nigerian Pidgin,206,D
Cameroon English,206,D
Cameroon Pidgin,206,D
Tanzanian English,206,?
Kenyan English,206,X
Ugandan English,206,D
White Zimbabwean English,206,D
Black South African English,206,C
Indian South African English,206,C
White South African English,206,D
Indian English,206,B
Pakistani English,206,D
Butler English,206,X
Sri Lankan English,206,D
Hong Kong English,206,D
Colloquial Singapore English (Singlish),206,D
Malaysian English,206,D
Australian English,206,X
Australian Vernacular English,206,X
Aboriginal English,206,D
Roper River Creole (Kriol),206,D
Torres Strait Creole,206,D
New Zealand English,206,D
Norfolk Island/ Pitcairn English,206,B
Palmerston English,206,?
Acrolectal Fiji English,206,X
Pure Fiji English (basilectal FijiE),206,D
Bislama,206,X
Tok Pisin,206,X
Hawaiʼi Creole,206,B
Falkland Islands English,206,D
St. Helena English,206,D
Tristan da Cunha English,206,D
Philippine English,206,D
Cape Flats English,206,D
Orkney and Shetland English,207,D
Scottish English,207,D
Irish English,207,D
Manx English,207,D
Welsh English,207,B
English dialects in the North of England,207,D
English dialects in the Southwest of England,207,X
East Anglian English,207,D
English dialects in the Southeast of England,207,D
Channel Islands English,207,D
British Creole,207,D
Maltese English,207,C
Newfoundland English,207,?
Colloquial American English,207,?
Urban African American Vernacular English,207,C
Rural African American Vernacular English,207,B
Earlier African American Vernacular English,207,D
Ozark English,207,X
Appalachian English,207,C
Southeast American enclave dialects,207,C
Gullah,207,D
Chicano English,207,?
Bahamian English,207,D
Bahamian Creole,207,D
Barbadian Creole (Bajan),207,D
Jamaican English,207,?
Jamaican Creole,207,D
San Andrés Creole,207,D
Belizean Creole,207,D
Guyanese Creole (Creolese),207,D
Eastern Maroon Creole,207,X
Saramaccan,207,B
Sranan,207,D
Trinidadian Creole,207,D
Vincentian Creole,207,D
Krio (Sierra Leone Creole),207,D
Liberian Settler English,207,D
Vernacular Liberian English,207,D
Ghanaian English,207,D
Ghanaian Pidgin,207,X
Nigerian English,207,D
Nigerian Pidgin,207,B
Cameroon English,207,B
Cameroon Pidgin,207,D
Tanzanian English,207,D
Kenyan English,207,D
Ugandan English,207,D
White Zimbabwean English,207,C
Black South African English,207,C
Indian South African English,207,D
White South African English,207,D
Indian English,207,B
Pakistani English,207,C
Butler English,207,B
Sri Lankan English,207,D
Hong Kong English,207,D
Colloquial Singapore English (Singlish),207,D
Malaysian English,207,D
Australian English,207,D
Australian Vernacular English,207,X
Aboriginal English,207,D
Roper River Creole (Kriol),207,D
Torres Strait Creole,207,D
New Zealand English,207,D
Norfolk Island/ Pitcairn English,207,D
Palmerston English,207,?
Acrolectal Fiji English,207,?
Pure Fiji English (basilectal FijiE),207,D
Bislama,207,B
Tok Pisin,207,X
Hawaiʼi Creole,207,D
Falkland Islands English,207,D
St. Helena English,207,?
Tristan da Cunha English,207,D
Philippine English,207,C
Cape Flats English,207,D
Orkney and Shetland English,208,D
Scottish English,208,D
Irish English,208,B
Manx English,208,D
Welsh English,208,D
English dialects in the North of England,208,D
English dialects in the Southwest of England,208,?
East Anglian English,208,D
English dialects in the Southeast of England,208,D
Channel Islands English,208,D
British Creole,208,?
Maltese English,208,?
Newfoundland English,208,?
Colloquial American English,208,X
Urban African American Vernacular English,208,D
Rural African American Vernacular English,208,C
Earlier African American Vernacular English,208,D
Ozark English,208,X
Appalachian English,208,C
Southeast American enclave dialects,208,D
Gullah,208,A
Chicano English,208,?
Bahamian English,208,B
Bahamian Creole,208,B
Barbadian Creole (Bajan),208,D
Jamaican English,208,?
Jamaican Creole,208,C
San Andrés Creole,208,A
Belizean Creole,208,A
Guyanese Creole (Creolese),208,A
Eastern Maroon Creole,208,X
Saramaccan,208,X
Sranan,208,A
Trinidadian Creole,208,C
Vincentian Creole,208,B
Krio (Sierra Leone Creole),208,D
Liberian Settler English,208,D
Vernacular Liberian English,208,D
Ghanaian English,208,D
Ghanaian Pidgin,208,X
Nigerian English,208,A
Nigerian Pidgin,208,D
Cameroon English,208,A
Cameroon Pidgin,208,X
Tanzanian English,208,B
Kenyan English,208,C
Ugandan English,208,C
White Zimbabwean English,208,D
Black South African English,208,D
Indian South African English,208,D
White South African English,208,D
Indian English,208,D
Pakistani English,208,D
Butler English,208,C
Sri Lankan English,208,D
Hong Kong English,208,A
Colloquial Singapore English (Singlish),208,B
Malaysian English,208,D
Australian English,208,D
Australian Vernacular English,208,X
Aboriginal English,208,B
Roper River Creole (Kriol),208,A
Torres Strait Creole,208,A
New Zealand English,208,D
Norfolk Island/ Pitcairn English,208,?
Palmerston English,208,?
Acrolectal Fiji English,208,?
Pure Fiji English (basilectal FijiE),208,A
Bislama,208,X
Tok Pisin,208,X
Hawaiʼi Creole,208,X
Falkland Islands English,208,D
St. Helena English,208,D
Tristan da Cunha English,208,C
Philippine English,208,D
Cape Flats English,208,D
Orkney and Shetland English,209,D
Scottish English,209,D
Irish English,209,D
Manx English,209,D
Welsh English,209,D
English dialects in the North of England,209,D
English dialects in the Southwest of England,209,?
East Anglian English,209,D
English dialects in the Southeast of England,209,D
Channel Islands English,209,D
British Creole,209,D
Maltese English,209,?
Newfoundland English,209,?
Colloquial American English,209,X
Urban African American Vernacular English,209,C
Rural African American Vernacular English,209,B
Earlier African American Vernacular English,209,C
Ozark English,209,C
Appalachian English,209,C
Southeast American enclave dialects,209,B
Gullah,209,C
Chicano English,209,?
Bahamian English,209,?
Bahamian Creole,209,D
Barbadian Creole (Bajan),209,D
Jamaican English,209,D
Jamaican Creole,209,D
San Andrés Creole,209,D
Belizean Creole,209,D
Guyanese Creole (Creolese),209,D
Eastern Maroon Creole,209,X
Saramaccan,209,X
Sranan,209,D
Trinidadian Creole,209,D
Vincentian Creole,209,D
Krio (Sierra Leone Creole),209,D
Liberian Settler English,209,C
Vernacular Liberian English,209,C
Ghanaian English,209,C
Ghanaian Pidgin,209,X
Nigerian English,209,A
Nigerian Pidgin,209,D
Cameroon English,209,A
Cameroon Pidgin,209,D
Tanzanian English,209,B
Kenyan English,209,B
Ugandan English,209,C
White Zimbabwean English,209,D
Black South African English,209,A
Indian South African English,209,B
White South African English,209,D
Indian English,209,B
Pakistani English,209,C
Butler English,209,A
Sri Lankan English,209,B
Hong Kong English,209,A
Colloquial Singapore English (Singlish),209,D
Malaysian English,209,A
Australian English,209,D
Australian Vernacular English,209,X
Aboriginal English,209,D
Roper River Creole (Kriol),209,D
Torres Strait Creole,209,?
New Zealand English,209,D
Norfolk Island/ Pitcairn English,209,?
Palmerston English,209,?
Acrolectal Fiji English,209,?
Pure Fiji English (basilectal FijiE),209,D
Bislama,209,X
Tok Pisin,209,X
Hawaiʼi Creole,209,D
Falkland Islands English,209,D
St. Helena English,209,D
Tristan da Cunha English,209,D
Philippine English,209,C
Cape Flats English,209,D
Orkney and Shetland English,210,D
Scottish English,210,D
Irish English,210,D
Manx English,210,D
Welsh English,210,D
English dialects in the North of England,210,D
English dialects in the Southwest of England,210,X
East Anglian English,210,D
English dialects in the Southeast of England,210,D
Channel Islands English,210,D
British Creole,210,B
Maltese English,210,?
Newfoundland English,210,?
Colloquial American English,210,X
Urban African American Vernacular English,210,D
Rural African American Vernacular English,210,C
Earlier African American Vernacular English,210,C
Ozark English,210,X
Appalachian English,210,D
Southeast American enclave dialects,210,D
Gullah,210,A
Chicano English,210,X
Bahamian English,210,D
Bahamian Creole,210,C
Barbadian Creole (Bajan),210,D
Jamaican English,210,C
Jamaican Creole,210,A
San Andrés Creole,210,A
Belizean Creole,210,?
Guyanese Creole (Creolese),210,A
Eastern Maroon Creole,210,X
Saramaccan,210,X
Sranan,210,A
Trinidadian Creole,210,C
Vincentian Creole,210,C
Krio (Sierra Leone Creole),210,X
Liberian Settler English,210,D
Vernacular Liberian English,210,C
Ghanaian English,210,D
Ghanaian Pidgin,210,X
Nigerian English,210,D
Nigerian Pidgin,210,X
Cameroon English,210,C
Cameroon Pidgin,210,X
Tanzanian English,210,X
Kenyan English,210,X
Ugandan English,210,D
White Zimbabwean English,210,D
Black South African English,210,D
Indian South African English,210,D
White South African English,210,D
Indian English,210,D
Pakistani English,210,D
Butler English,210,C
Sri Lankan English,210,D
Hong Kong English,210,D
Colloquial Singapore English (Singlish),210,C
Malaysian English,210,D
Australian English,210,X
Australian Vernacular English,210,X
Aboriginal English,210,?
Roper River Creole (Kriol),210,B
Torres Strait Creole,210,A
New Zealand English,210,D
Norfolk Island/ Pitcairn English,210,B
Palmerston English,210,?
Acrolectal Fiji English,210,?
Pure Fiji English (basilectal FijiE),210,C
Bislama,210,A
Tok Pisin,210,X
Hawaiʼi Creole,210,C
Falkland Islands English,210,D
St. Helena English,210,C
Tristan da Cunha English,210,C
Philippine English,210,C
Cape Flats English,210,D
Orkney and Shetland English,211,D
Scottish English,211,B
Irish English,211,D
Manx English,211,D
Welsh English,211,D
English dialects in the North of England,211,B
English dialects in the Southwest of England,211,C
East Anglian English,211,D
English dialects in the Southeast of England,211,D
Channel Islands English,211,D
British Creole,211,D
Maltese English,211,A
Newfoundland English,211,A
Colloquial American English,211,X
Urban African American Vernacular English,211,D
Rural African American Vernacular English,211,D
Earlier African American Vernacular English,211,D
Ozark English,211,D
Appalachian English,211,D
Southeast American enclave dialects,211,B
Gullah,211,D
Chicano English,211,X
Bahamian English,211,D
Bahamian Creole,211,D
Barbadian Creole (Bajan),211,D
Jamaican English,211,D
Jamaican Creole,211,D
San Andrés Creole,211,D
Belizean Creole,211,D
Guyanese Creole (Creolese),211,D
Eastern Maroon Creole,211,X
Saramaccan,211,D
Sranan,211,D
Trinidadian Creole,211,D
Vincentian Creole,211,D
Krio (Sierra Leone Creole),211,D
Liberian Settler English,211,D
Vernacular Liberian English,211,D
Ghanaian English,211,D
Ghanaian Pidgin,211,D
Nigerian English,211,D
Nigerian Pidgin,211,D
Cameroon English,211,D
Cameroon Pidgin,211,D
Tanzanian English,211,X
Kenyan English,211,X
Ugandan English,211,D
White Zimbabwean English,211,A
Black South African English,211,C
Indian South African English,211,A
White South African English,211,D
Indian English,211,D
Pakistani English,211,D
Butler English,211,C
Sri Lankan English,211,B
Hong Kong English,211,D
Colloquial Singapore English (Singlish),211,D
Malaysian English,211,D
Australian English,211,B
Australian Vernacular English,211,B
Aboriginal English,211,C
Roper River Creole (Kriol),211,D
Torres Strait Creole,211,D
New Zealand English,211,?
Norfolk Island/ Pitcairn English,211,D
Palmerston English,211,?
Acrolectal Fiji English,211,D
Pure Fiji English (basilectal FijiE),211,C
Bislama,211,D
Tok Pisin,211,X
Hawaiʼi Creole,211,B
Falkland Islands English,211,C
St. Helena English,211,D
Tristan da Cunha English,211,D
Philippine English,211,C
Cape Flats English,211,D
Orkney and Shetland English,212,D
Scottish English,212,D
Irish English,212,D
Manx English,212,D
Welsh English,212,D
English dialects in the North of England,212,D
English dialects in the Southwest of England,212,?
East Anglian English,212,D
English dialects in the Southeast of England,212,D
